Title,Author,Secondary Author(s),Illustrator(s),Translator(s),Series Name,State,District,Date of Challenge/Removal,Ban Status,Initiating Action,bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
Atonement,"McEwan, Ian",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,9961,Atonement,Ian McEwan,3.90,0099429799,9780099429791,eng,372,4844,506,5/2/2002,Vintage
Atonement,"McEwan, Ian",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,9961,Atonement,Ian McEwan,3.90,0099429799,9780099429791,eng,372,4844,506,5/2/2002,Vintage
Comanche Moon,"McMurty, Larry",,,,Lonesome Dove,Florida,Clay County School District,March 2024,Banned,Formal Challenge,34858,Comanche Moon,Larry McMurtry,4.03,0684807548,9780684807546,eng,752,202,30,11/6/1997,Simon & Schuster
Comanche Moon,"McMurty, Larry",,,,Lonesome Dove,Florida,Collier County Public Schools,October 2023,Banned,Administration,34858,Comanche Moon,Larry McMurtry,4.03,0684807548,9780684807546,eng,752,202,30,11/6/1997,Simon & Schuster
Lonesome Dove,"McMurty, Larry",,,,Lonesome Dove,Florida,Clay County School District,March 2024,Banned,Formal Challenge,34856,Lonesome Dove,Larry McMurtry,4.49,068487122X,9780684871226,eng,864,505,63,11/10/2000,Simon & Schuster
Lonesome Dove,"McMurty, Larry",,,,Lonesome Dove,Florida,Collier County Public Schools,October 2023,Banned,Administration,34856,Lonesome Dove,Larry McMurtry,4.49,068487122X,9780684871226,eng,864,505,63,11/10/2000,Simon & Schuster
Lonesome Dove,"McMurty, Larry",,,,Lonesome Dove,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration,34856,Lonesome Dove,Larry McMurtry,4.49,068487122X,9780684871226,eng,864,505,63,11/10/2000,Simon & Schuster
Paradise Lost,"Milton, John",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,19290,Paradise Lost,John Milton/Scott Elledge,3.82,0393962938,9780393962932,eng,688,421,40,3/17/1993,W. W. Norton & Company
Paradise Lost,"Milton, John",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned by restriction,"Informal Challenge, Administration",19290,Paradise Lost,John Milton/Scott Elledge,3.82,0393962938,9780393962932,eng,688,421,40,3/17/1993,W. W. Norton & Company
Paradise Lost and Paradise Regained,"Milton, John","Ricks, Christopher",,,The Signet Classic Poetry Series,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,16604,Paradise Lost and Paradise Regained,John Milton/Christopher Ricks/Susanne Woods,4.08,0451527925,9780451527929,en-US,357,329,29,11/1/2001,Signet Classics
Cloud Atlas,"Mitchell, David",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration,6794,Cloud Atlas,David Mitchell,4.02,0340822783,9780340822784,eng,529,6985,957,2/21/2005,Sceptre
Beloved,"Morrison, Toni",,,,,Florida,Charlotte County Public Schools,August 2023,Banned,Formal Challenge,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Florida,Hernando County Schools,October 2023,Banned,Formal Challenge,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Florida,Nassau County School District,November 2023,Banned,Formal Challenge,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Florida,School District of Manatee County,October 2023,Banned by restriction,Unclear,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Florida,Seminole County Public Schools,November 2023,Banned by restriction,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Florida,Union County School District,August 2023,Banned pending investigation,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Albia Community School District,June 2024,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Bondurant-Farrar Community School District,March 2024,Banned pending investigation,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Cardinal Community School District,June 2024,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Cedar Falls Community School District,June 2024,Banned pending investigation,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Clarinda Community School District,June 2024,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Eddyville-Blakesburg-Fremont Community School District,June 2024,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Grundy Center Community School District,June 2024,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Highland Community School District,October 2023,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Indianola Community School District,October 2023,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Knoxville Community School District,June 2024,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Marshalltown Community School District,September 2023,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Martensdale-St. Marys Community School District,October 2023,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Mason City Community Schools,October 2023,Banned pending investigation,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Mediapolis Community School District,June 2024,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Melcher-Dallas Community School District,December 2023,Banned pending investigation,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Mid-Prairie Community School District,June 2024,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Northwood Kensett Community School District,October 2023,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Ottumwa Community School District,January 2024,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Pocahontas Area Community School District,June 2024,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Roland-Story Community School District,June 2024,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Saydel Community School District,October 2023,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Shenandoah Community School District,June 2024,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Sioux Center Community School District,June 2024,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,South Tama County Community School District,December 2023,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Southeast Polk Community School District,June 2024,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Spirit Lake Community School District,June 2024,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Tripoli Community School District,June 2024,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Urbandale Community School District,October 2023,Banned pending investigation,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Waterloo Community School District,June 2024,Banned pending investigation,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Western Dubuque Community School District,June 2024,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Texas,Conroe Independent School District,November 2023,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned by restriction,"Informal Challenge, Administration",11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Beloved,"Morrison, Toni",,,,,Wisconsin,Howard-Suamic School District,November 2023,Banned,Administration,11333,Beloved,Toni Morrison/A.S. Byatt,3.83,0307264882,9780307264886,eng,360,660,58,10/17/2006,Everyman's Library
Paradise,"Morrison, Toni",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,5198,Paradise,Toni Morrison,3.80,0452280397,9780452280397,eng,318,19927,812,4/1/1999,Plume (Penguin Books Ltd)
Song of Solomon,"Morrison, Toni",,,,,Florida,Clay County School District,November 2023,Banned,Formal Challenge,11334,Song of Solomon,Toni Morrison,4.06,140003342X,9781400033423,eng,337,73894,2763,6/8/2004,Vintage
Song of Solomon,"Morrison, Toni",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,11334,Song of Solomon,Toni Morrison,4.06,140003342X,9781400033423,eng,337,73894,2763,6/8/2004,Vintage
Song of Solomon,"Morrison, Toni",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,11334,Song of Solomon,Toni Morrison,4.06,140003342X,9781400033423,eng,337,73894,2763,6/8/2004,Vintage
Song of Solomon,"Morrison, Toni",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,11334,Song of Solomon,Toni Morrison,4.06,140003342X,9781400033423,eng,337,73894,2763,6/8/2004,Vintage
Song of Solomon,"Morrison, Toni",,,,,Florida,Volusia County Schools,October 2023,Banned pending investigation,Formal Challenge,11334,Song of Solomon,Toni Morrison,4.06,140003342X,9781400033423,eng,337,73894,2763,6/8/2004,Vintage
Song of Solomon,"Morrison, Toni",,,,,Iowa,Ankeny Community School District,June 2024,Banned pending investigation,Administration,11334,Song of Solomon,Toni Morrison,4.06,140003342X,9781400033423,eng,337,73894,2763,6/8/2004,Vintage
Song of Solomon,"Morrison, Toni",,,,,Iowa,Cardinal Community School District,June 2024,Banned,Administration,11334,Song of Solomon,Toni Morrison,4.06,140003342X,9781400033423,eng,337,73894,2763,6/8/2004,Vintage
Song of Solomon,"Morrison, Toni",,,,,Iowa,Clarinda Community School District,June 2024,Banned,Administration,11334,Song of Solomon,Toni Morrison,4.06,140003342X,9781400033423,eng,337,73894,2763,6/8/2004,Vintage
Song of Solomon,"Morrison, Toni",,,,,Iowa,Grundy Center Community School District,June 2024,Banned,Administration,11334,Song of Solomon,Toni Morrison,4.06,140003342X,9781400033423,eng,337,73894,2763,6/8/2004,Vintage
Song of Solomon,"Morrison, Toni",,,,,Iowa,Indianola Community School District,October 2023,Banned,Administration,11334,Song of Solomon,Toni Morrison,4.06,140003342X,9781400033423,eng,337,73894,2763,6/8/2004,Vintage
Song of Solomon,"Morrison, Toni",,,,,Iowa,Linn-Mar Community School District,June 2024,Banned pending investigation,Administration,11334,Song of Solomon,Toni Morrison,4.06,140003342X,9781400033423,eng,337,73894,2763,6/8/2004,Vintage
Song of Solomon,"Morrison, Toni",,,,,Iowa,Northwood Kensett Community School District,October 2023,Banned,Administration,11334,Song of Solomon,Toni Morrison,4.06,140003342X,9781400033423,eng,337,73894,2763,6/8/2004,Vintage
Song of Solomon,"Morrison, Toni",,,,,Iowa,Roland-Story Community School District,June 2024,Banned,Administration,11334,Song of Solomon,Toni Morrison,4.06,140003342X,9781400033423,eng,337,73894,2763,6/8/2004,Vintage
Song of Solomon,"Morrison, Toni",,,,,Iowa,Shenandoah Community School District,June 2024,Banned,Administration,11334,Song of Solomon,Toni Morrison,4.06,140003342X,9781400033423,eng,337,73894,2763,6/8/2004,Vintage
Song of Solomon,"Morrison, Toni",,,,,Iowa,South Hamilton Community School District,June 2024,Banned,Administration,11334,Song of Solomon,Toni Morrison,4.06,140003342X,9781400033423,eng,337,73894,2763,6/8/2004,Vintage
Song of Solomon,"Morrison, Toni",,,,,Iowa,Urbandale Community School District,October 2023,Banned pending investigation,Administration,11334,Song of Solomon,Toni Morrison,4.06,140003342X,9781400033423,eng,337,73894,2763,6/8/2004,Vintage
Song of Solomon,"Morrison, Toni",,,,,Iowa,West Burlington Independent School District,June 2024,Banned,Administration,11334,Song of Solomon,Toni Morrison,4.06,140003342X,9781400033423,eng,337,73894,2763,6/8/2004,Vintage
Song of Solomon,"Morrison, Toni",,,,,Virginia,Spotsylvania County Public Schools,October 2023,Banned,Formal Challenge,11334,Song of Solomon,Toni Morrison,4.06,140003342X,9781400033423,eng,337,73894,2763,6/8/2004,Vintage
Sula,"Morrison, Toni",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,11352,Sula,Toni Morrison,3.93,0099760010,9780099760016,eng,189,709,94,5/7/2005,Vintage Books
Sula,"Morrison, Toni",,,,,Iowa,Grundy Center Community School District,June 2024,Banned,Administration,11352,Sula,Toni Morrison,3.93,0099760010,9780099760016,eng,189,709,94,5/7/2005,Vintage Books
Sula,"Morrison, Toni",,,,,Iowa,Nevada Community School District,October 2023,Banned,Administration,11352,Sula,Toni Morrison,3.93,0099760010,9780099760016,eng,189,709,94,5/7/2005,Vintage Books
Sula,"Morrison, Toni",,,,,Iowa,Southeast Polk Community School District,June 2024,Banned,Administration,11352,Sula,Toni Morrison,3.93,0099760010,9780099760016,eng,189,709,94,5/7/2005,Vintage Books
The Bluest Eye,"Morrison, Toni",,,,,Alaska,Matanuska-Susitna Borough School District,September 2023,Banned pending investigation,Formal Challenge,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Florida,Charlotte County Public Schools,August 2023,Banned,Formal Challenge,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Florida,Hernando County Schools,October 2023,Banned by restriction,Formal Challenge,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Florida,Nassau County School District,November 2023,Banned,Formal Challenge,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Florida,Orange County Public Schools,September 2023,Banned pending investigation,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Florida,Santa Rosa County Schools,July 2023,Banned pending investigation,Formal Challenge,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Florida,School District of Manatee County,October 2023,Banned by restriction,Unclear,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Florida,Union County School District,August 2023,Banned pending investigation,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Ankeny Community School District,June 2024,Banned pending investigation,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Cardinal Community School District,June 2024,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Cedar Falls Community School District,June 2024,Banned pending investigation,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Chariton Community School District,June 2024,Banned pending investigation,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Clarinda Community School District,June 2024,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Council Bluffs Community School District,June 2024,Banned pending investigation,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Davenport Community Schools,June 2024,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,East Union Community School District,June 2024,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Grundy Center Community School District,June 2024,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Hudson Community School District,October 2023,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Indianola Community School District,October 2023,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Knoxville Community School District,June 2024,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Linn-Mar Community School District,June 2024,Banned pending investigation,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Louisa-Muscatine Community School District,October 2023,Banned pending investigation,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Nevada Community School District,October 2023,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Northeast Community School District,June 2024,Banned pending investigation,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Northwood Kensett Community School District,October 2023,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Norwalk Community School District,October 2023,Banned pending investigation,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Ottumwa Community School District,January 2024,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Roland-Story Community School District,June 2024,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Shenandoah Community School District,June 2024,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,South Tama County Community School District,December 2023,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Southeast Polk Community School District,June 2024,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Spencer Community School District,June 2024,Banned pending investigation,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Urbandale Community School District,October 2023,Banned pending investigation,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Waterloo Community School District,June 2024,Banned pending investigation,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,West Des Moines Community Schools,October 2023,Banned pending investigation,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,West Marshall Community School District,June 2024,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Iowa,Western Dubuque Community School District,June 2024,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Maryland,Caroll County School District,August 2023,Banned pending investigation,Formal Challenge,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Missouri,Cameron R-1 School District,February 2024,Banned by restriction,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,North Carolina,Burke County Public Schools,October 2023,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,North Carolina,Moore County Schools,January 2024,Banned,Formal Challenge,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Pennsylvania,Oxford Area School District,August 2023,Banned by restriction,Formal Challenge,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,South Carolina,Horry County Schools,October 2023,Banned by restriction,Formal Challenge,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,South Carolina,Spartanburg County School District One,February 2024,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Texas,Conroe Independent School District,August 2023,Banned,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Texas,Fort Worth Independent School District,August 2023,Banned pending investigation,Administration,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
The Bluest Eye,"Morrison, Toni",,,,,Texas,Plano Independent School District,October 2023,Banned,Informal Challenge,11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,9/6/2005,Plume
